,id_labels,pred
334,1698011_y5,0.7353942
335,1698011_y6,-0.030209899
336,1698011_y7,0.46631065
337,1698011_y8,0.15951145
338,1698011_y9,0.69204324
339,1698011_y10,0.47021428
340,1698011_y11,0.20297658
341,1698011_y12,0.2383086
342,1698011_y13,0.2090732
343,1698011_y14,0.23833272
344,1698011_y15,1.0278909
345,1698011_y16,1.1620469
346,1698011_y17,0.1028914
347,1698011_y18,0.792734
348,1698011_y19,0.7728867
349,1698011_y20,0.79578567
350,1698011_y21,0.64088553
351,1698011_y22,0.87929004
352,1698011_y23,-0.044231124
353,1698011_y24,0.060111474
354,1698011_y25,1.0861597
355,1698011_y26,0.33153042
356,1698011_y27,1.0733908
357,1698011_y28,1.0802196
358,1698011_y29,0.9353656
359,1698011_y30,0.20833199
360,1698011_y31,0.8562885
361,1698011_y32,0.12311186
362,1698011_y33,0.77255297
363,1698012_y1,0.46409208
364,1698012_y2,0.42837003
365,1698012_y3,-0.008966067
366,1698012_y4,0.6428123
367,1698012_y5,0.803981
368,1698012_y6,0.14327428
369,1698012_y7,0.84757835
370,1698012_y8,0.8488489
371,1698012_y9,-0.06964592
372,1698012_y10,0.91890293
373,1698012_y11,0.80874836
374,1698012_y12,0.9783934
375,1698012_y13,0.6410653
376,1698012_y14,1.0467174
377,1698012_y15,0.103779025
378,1698012_y16,0.77319497
379,1698012_y17,0.21515311
380,1698012_y18,0.9851921
381,1698012_y19,0.25747052
382,1698012_y20,1.0031673
383,1698012_y21,0.3828062
384,1698012_y22,0.043339282
385,1698012_y23,0.76245403
386,1698012_y24,0.21732643
387,1698012_y25,0.2205293
388,1698012_y26,0.007599009
389,1698012_y27,0.1052499
390,1698012_y28,0.13292918
391,1698012_y29,0.000977518
392,1698012_y30,0.5569674
393,1698012_y31,0.032375846
394,1698012_y32,0.9656611
395,1698012_y33,0.88271874
396,1698013_y1,0.4666736
397,1698013_y2,0.8476989
398,1698013_y3,0.94792795
399,1698013_y4,0.85656554
400,1698013_y5,0.59751797
401,1698013_y6,0.610293
402,1698013_y7,0.7267486
403,1698013_y8,0.9521644
404,1698013_y9,0.11149977
405,1698013_y10,0.06275189
406,1698013_y11,0.7328458
407,1698013_y12,-0.03690888
408,1698013_y13,-0.013243452
409,1698013_y14,0.78876466
410,1698013_y15,0.47699293
411,1698013_y16,0.29841024
412,1698013_y17,0.25123042
413,1698013_y18,0.811582
414,1698013_y19,0.044448446
415,1698013_y20,0.8466411
416,1698013_y21,0.4020074
417,1698013_y22,0.16515313
418,1698013_y23,0.78676474
419,1698013_y24,0.3069574
420,1698013_y25,0.55928475
421,1698013_y26,0.16675164
422,1698013_y27,0.9355224
423,1698013_y28,0.8331982
424,1698013_y29,0.12442885
425,1698013_y30,0.20992146
426,1698013_y31,0.6115485
427,1698013_y32,0.5439555
428,1698013_y33,1.105458
429,1698014_y1,-0.07625522
430,1698014_y2,0.39700767
431,1698014_y3,0.48950148
432,1698014_y4,-0.044001576
433,1698014_y5,0.22283353
434,1698014_y6,0.93151397
435,1698014_y7,-0.008211008
436,1698014_y8,0.79302233
437,1698014_y9,0.21692042
438,1698014_y10,0.7829214
439,1698014_y11,0.30423877
440,1698014_y12,0.6513631
441,1698014_y13,0.84514385
442,1698014_y14,0.7407546
443,1698014_y15,0.45426023
444,1698014_y16,0.85013956
445,1698014_y17,-0.048264228
446,1698014_y18,0.71240866
447,1698014_y19,-0.089671135
448,1698014_y20,0.4870677
449,1698014_y21,0.4330588
450,1698014_y22,0.97743773
451,1698014_y23,0.9619471
452,1698014_y24,1.071447
453,1698014_y25,0.86562777
454,1698014_y26,0.8068388
455,1698014_y27,0.25301892
456,1698014_y28,0.32085958
457,1698014_y29,0.5758592
458,1698014_y30,0.78700656
459,1698014_y31,0.6037832
460,1698014_y32,0.8019937
461,1698014_y33,0.8088936
462,1698015_y1,0.83384854
463,1698015_y2,0.8351787
464,1698015_y3,0.7586717
465,1698015_y4,0.8089295
466,1698015_y5,0.224223
467,1698015_y6,0.4569212
468,1698015_y7,0.2008888
469,1698015_y8,0.46333128
470,1698015_y9,0.49653634
471,1698015_y10,0.55647457
472,1698015_y11,0.35768515
473,1698015_y12,0.37215146
474,1698015_y13,0.5866826
475,1698015_y14,0.77492225
476,1698015_y15,0.52085197
477,1698015_y16,0.6172077
478,1698015_y17,0.7885848
479,1698015_y18,0.15944287
480,1698015_y19,0.1338908
481,1698015_y20,0.176167
482,1698015_y21,-0.05538338
483,1698015_y22,0.9711517
484,1698015_y23,0.60155815
485,1698015_y24,0.16789052
486,1698015_y25,0.17935064
487,1698015_y26,0.71407855
488,1698015_y27,0.16463351
489,1698015_y28,0.3800855
490,1698015_y29,0.08967331
491,1698015_y30,0.75102764
492,1698015_y31,0.83176655
493,1698015_y32,0.4920839
494,1698015_y33,-0.05589893
495,1698016_y1,0.29365894
496,1698016_y2,0.34595582
497,1698016_y3,0.18644439
498,1698016_y4,0.5916192
499,1698016_y5,0.31672534
500,1698016_y6,0.048906725
501,1698016_y7,0.5146116
502,1698016_y8,0.270545
503,1698016_y9,0.32932484
504,1698016_y10,1.0503019
505,1698016_y11,0.99222535
506,1698016_y12,1.0122021
507,1698016_y13,0.94208884
508,1698016_y14,0.12198838
509,1698016_y15,0.011794429
510,1698016_y16,0.003168181
511,1698016_y17,0.68966925
512,1698016_y18,0.79229057
513,1698016_y19,0.23462054
514,1698016_y20,0.032723386
515,1698016_y21,-0.004262819
516,1698016_y22,0.040328786
517,1698016_y23,0.46010947
518,1698016_y24,-0.018829018
519,1698016_y25,0.2742297
520,1698016_y26,0.66106004
521,1698016_y27,0.52133006
522,1698016_y28,0.78256875
523,1698016_y29,0.93986505
524,1698016_y30,0.9070159
525,1698016_y31,1.0485976
526,1698016_y32,0.5701864
527,1698016_y33,0.5400295
528,1698017_y1,0.0008320585
529,1698017_y2,0.27845863
530,1698017_y3,0.71268713
531,1698017_y4,0.95450675
532,1698017_y5,0.814151
533,1698017_y6,0.2001943
534,1698017_y7,0.7845499
535,1698017_y8,0.74844486
536,1698017_y9,0.45900136
537,1698017_y10,0.11562067
538,1698017_y11,0.7557269
539,1698017_y12,0.19640447
540,1698017_y13,0.7729691
541,1698017_y14,0.678546
542,1698017_y15,0.54403245
543,1698017_y16,0.6247781
544,1698017_y17,0.6857318
545,1698017_y18,0.42472857
546,1698017_y19,0.12611528
547,1698017_y20,0.6575283
548,1698017_y21,0.69221884
549,1698017_y22,0.96415144
550,1698017_y23,0.84853774
551,1698017_y24,0.63595283
552,1698017_y25,0.7322693
553,1698017_y26,1.0152371
554,1698017_y27,0.6354628
555,1698017_y28,0.9471066
556,1698017_y29,0.73284954
557,1698017_y30,0.7116725
558,1698017_y31,0.5022066
559,1698017_y32,0.9860697
560,1698017_y33,0.8294954
561,1698018_y1,1.0016294
562,1698018_y2,0.9975641
563,1698018_y3,0.78083044
564,1698018_y4,0.57251716
565,1698018_y5,0.5828004
566,1698018_y6,0.58840865
567,1698018_y7,0.9495458
568,1698018_y8,0.057199933
569,1698018_y9,0.5031816
570,1698018_y10,0.082137845
571,1698018_y11,0.12353804
572,1698018_y12,0.58255017
573,1698018_y13,0.5149284
574,1698018_y14,0.5586127
575,1698018_y15,0.7057925
576,1698018_y16,-0.159289
577,1698018_y17,0.7076821
578,1698018_y18,0.28372937
579,1698018_y19,-0.041421
580,1698018_y20,0.6924496
581,1698018_y21,0.69243556
582,1698018_y22,0.69831973
583,1698018_y23,0.7625362
584,1698018_y24,0.68795574
585,1698018_y25,-0.08038083
586,1698018_y26,0.10931339
587,1698018_y27,0.43317387
588,1698018_y28,0.2300682
589,1698018_y29,0.69637066
590,1698018_y30,0.19426216
591,1698018_y31,0.030555204
592,1698018_y32,0.35660067
593,1698018_y33,1.1233025
594,1698019_y1,0.4396649
595,1698019_y2,0.8535334
596,1698019_y3,-0.10525646
597,1698019_y4,0.86963314
598,1698019_y5,0.80481964
599,1698019_y6,1.1308851
600,1698019_y7,-0.014849563
601,1698019_y8,1.0597104
602,1698019_y9,-0.009056614
603,1698019_y10,0.38155484
604,1698019_y11,0.820532
605,1698019_y12,1.1713226
606,1698019_y13,0.19238877
607,1698019_y14,0.58012205
608,1698019_y15,0.5888695
609,1698019_y16,0.77047056
610,1698019_y17,0.7203377
611,1698019_y18,0.2979704
612,1698019_y19,0.08663323
613,1698019_y20,0.43367377
614,1698019_y21,0.031023633
615,1698019_y22,0.24853812
616,1698019_y23,1.0364337
617,1698019_y24,0.19288252
618,1698019_y25,0.5604655
619,1698019_y26,0.8679768
620,1698019_y27,0.87165713
621,1698019_y28,0.2535553
622,1698019_y29,0.8675335
623,1698019_y30,1.0402558
624,1698019_y31,0.031753942
625,1698019_y32,0.11439213
626,1698019_y33,0.42483553
627,1698020_y1,0.43852994
628,1698020_y2,1.0587561
629,1698020_y3,-0.019946199
630,1698020_y4,0.005443479
631,1698020_y5,0.7325031
632,1698020_y6,1.0600381
633,1698020_y7,0.20909442
634,1698020_y8,0.606952
635,1698020_y9,0.3151008
636,1698020_y10,0.44294873
637,1698020_y11,0.73796654
638,1698020_y12,0.96395725
639,1698020_y13,1.0650345
640,1698020_y14,0.99812657
641,1698020_y15,0.51141596
642,1698020_y16,0.33032867
643,1698020_y17,1.0868212
644,1698020_y18,0.9660377
645,1698020_y19,0.018970657
646,1698020_y20,0.7242601
647,1698020_y21,0.752377
648,1698020_y22,0.63815993
649,1698020_y23,0.8438317
650,1698020_y24,0.7392461
651,1698020_y25,0.83324254
652,1698020_y26,-0.07865645
653,1698020_y27,0.69206417
654,1698020_y28,0.41912094
655,1698020_y29,1.0154301
656,1698020_y30,0.053300645
657,1698020_y31,0.91950333
658,1698020_y32,0.49654406
659,1698020_y33,0.18160002
660,1698021_y1,0.7234397
661,1698021_y2,0.10481677
662,1698021_y3,0.24851897
663,1698021_y4,0.73976105
664,1698021_y5,0.33377463
665,1698021_y6,0.6489099
666,1698021_y7,0.9452328
667,1698021_y8,0.8667741
668,1698021_y9,0.38509852
669,1698021_y10,-0.13249938
670,1698021_y11,0.07832831
671,1698021_y12,1.0543671
672,1698021_y13,0.674495
673,1698021_y14,0.07109602
674,1698021_y15,0.71366304
675,1698021_y16,0.5916284
676,1698021_y17,0.06322021
677,1698021_y18,0.8666157
678,1698021_y19,1.0727689
679,1698021_y20,0.86031884
680,1698021_y21,0.6368396
681,1698021_y22,0.65993553
682,1698021_y23,0.80072063
683,1698021_y24,0.79072285
684,1698021_y25,0.71453446
685,1698021_y26,1.2032086
686,1698021_y27,0.2582679
687,1698021_y28,0.4968559
688,1698021_y29,0.03573622
689,1698021_y30,0.7327179
690,1698021_y31,0.3769475
691,1698021_y32,0.62303233
692,1698021_y33,0.5230355
693,1698022_y1,0.647939
694,1698022_y2,0.56089604
695,1698022_y3,0.61233145
696,1698022_y4,-0.03840774
697,1698022_y5,0.94306356
698,1698022_y6,0.6735248
699,1698022_y7,0.61438954
700,1698022_y8,0.7283628
701,1698022_y9,0.7689998
702,1698022_y10,0.8574846
703,1698022_y11,0.7382148
704,1698022_y12,0.9216424
705,1698022_y13,0.8844203
706,1698022_y14,1.2101475
707,1698022_y15,0.63194126
708,1698022_y16,0.745799
709,1698022_y17,0.7597429
710,1698022_y18,0.9704007
711,1698022_y19,0.22098656
712,1698022_y20,0.4830506
713,1698022_y21,0.470992
714,1698022_y22,0.32720637
715,1698022_y23,0.57533085
716,1698022_y24,0.21109422
717,1698022_y25,0.44679528
718,1698022_y26,0.022493377
719,1698022_y27,0.5229252
720,1698022_y28,0.4789843
721,1698022_y29,0.7042789
722,1698022_y30,0.39235985
723,1698022_y31,0.404819
724,1698022_y32,0.26056355
725,1698022_y33,0.21951212
726,1698023_y1,0.9658059
727,1698023_y2,1.148059
728,1698023_y3,0.5129803
729,1698023_y4,0.767536
730,1698023_y5,0.28245088
731,1698023_y6,0.56566596
732,1698023_y7,0.2689105
733,1698023_y8,0.4150782
734,1698023_y9,0.011507582
735,1698023_y10,0.5362837
736,1698023_y11,1.0223564
737,1698023_y12,0.8807836
738,1698023_y13,0.64352256
739,1698023_y14,0.92569494
740,1698023_y15,0.64122725
741,1698023_y16,0.027741082
742,1698023_y17,0.8418917
743,1698023_y18,0.8093037
744,1698023_y19,0.88866246
745,1698023_y20,0.3889434
746,1698023_y21,0.7149669
747,1698023_y22,0.2528394
748,1698023_y23,0.081362836
749,1698023_y24,0.7089244
750,1698023_y25,0.37389576
751,1698023_y26,0.8488945
752,1698023_y27,0.7781203
753,1698023_y28,1.0873814
754,1698023_y29,0.1368169
755,1698023_y30,0.4710119
756,1698023_y31,0.8076443
757,1698023_y32,0.34339106
758,1698023_y33,0.8673908
759,1698024_y1,0.23658583
760,1698024_y2,0.6947707
761,1698024_y3,0.6403422
762,1698024_y4,0.9266931
763,1698024_y5,0.920876
764,1698024_y6,0.33001882
765,1698024_y7,0.031465303
766,1698024_y8,1.1226887
767,1698024_y9,0.5552532
768,1698024_y10,0.8537264
769,1698024_y11,0.8576162
770,1698024_y12,0.8005808
771,1698024_y13,0.85889894
772,1698024_y14,0.68345296
773,1698024_y15,0.13930441
774,1698024_y16,0.47824296
775,1698024_y17,0.14388476
776,1698024_y18,0.61576825
777,1698024_y19,0.16075934
778,1698024_y20,0.8586757
779,1698024_y21,0.6207803
780,1698024_y22,0.673008
781,1698024_y23,0.20966347
782,1698024_y24,0.82800555
783,1698024_y25,0.4564182
784,1698024_y26,0.59246784
785,1698024_y27,0.41265976
786,1698024_y28,0.82916313
787,1698024_y29,0.048122127
788,1698024_y30,0.070951805
789,1698024_y31,0.7535386
790,1698024_y32,1.0689303
791,1698024_y33,0.8777537
792,1698025_y1,0.92684823
793,1698025_y2,0.3160678
794,1698025_y3,0.2075735
795,1698025_y4,0.92788553
796,1698025_y5,0.98126805
797,1698025_y6,1.0020396
798,1698025_y7,0.57037324
799,1698025_y8,0.43442866
800,1698025_y9,0.9970505
801,1698025_y10,0.9721977
802,1698025_y11,0.59322166
803,1698025_y12,0.52224755
804,1698025_y13,0.9327149
805,1698025_y14,1.0263122
806,1698025_y15,0.76212615
807,1698025_y16,0.05305228
808,1698025_y17,0.63765293
809,1698025_y18,0.01367067
810,1698025_y19,0.45177975
811,1698025_y20,0.384398
812,1698025_y21,0.8040504
813,1698025_y22,0.72200245
814,1698025_y23,0.5912242
815,1698025_y24,1.0584651
816,1698025_y25,0.1650843
817,1698025_y26,0.030487731
818,1698025_y27,0.819612
819,1698025_y28,0.8481112
820,1698025_y29,0.8677882
821,1698025_y30,0.8767692
822,1698025_y31,0.015064746
823,1698025_y32,0.2964201
824,1698025_y33,0.22448507
825,1698026_y1,0.81071776
826,1698026_y2,1.0819125
827,1698026_y3,0.9272498
828,1698026_y4,-0.042523548
829,1698026_y5,0.22235565
830,1698026_y6,0.016536854
831,1698026_y7,0.21295227
832,1698026_y8,0.07145806
833,1698026_y9,0.16873173
834,1698026_y10,0.94216114
835,1698026_y11,0.08680971
836,1698026_y12,0.5610585
837,1698026_y13,0.9289442
838,1698026_y14,0.4597647
839,1698026_y15,0.7154433
840,1698026_y16,0.7148459
841,1698026_y17,0.5899386
842,1698026_y18,1.1110072
843,1698026_y19,0.80000776
844,1698026_y20,0.45546612
845,1698026_y21,0.07714105
846,1698026_y22,0.20155855
847,1698026_y23,0.15416962
848,1698026_y24,0.43122503
849,1698026_y25,0.20612627
850,1698026_y26,0.74743277
851,1698026_y27,0.85415196
852,1698026_y28,0.72496164
853,1698026_y29,0.06746053
854,1698026_y30,0.8711245
855,1698026_y31,0.7762412
856,1698026_y32,0.005402365
857,1698026_y33,0.4703323
858,1698027_y1,0.78810614
859,1698027_y2,0.23708938
860,1698027_y3,0.26500532
861,1698027_y4,0.6516327
862,1698027_y5,-0.03780535
863,1698027_y6,0.070169024
864,1698027_y7,0.8260657
865,1698027_y8,0.7926091
866,1698027_y9,0.11135781
867,1698027_y10,1.0224379
868,1698027_y11,0.07869443
869,1698027_y12,0.97595996
870,1698027_y13,0.6470699
871,1698027_y14,1.1031632
872,1698027_y15,0.9631203
873,1698027_y16,0.7739501
874,1698027_y17,0.6209383
875,1698027_y18,0.8344393
876,1698027_y19,0.6396334
877,1698027_y20,0.6604423
878,1698027_y21,0.03663835
879,1698027_y22,0.5049141
880,1698027_y23,0.88927084
881,1698027_y24,0.8795531
882,1698027_y25,0.1108813
883,1698027_y26,0.5213168
884,1698027_y27,0.63287497
885,1698027_y28,0.24038842
886,1698027_y29,0.77388036
887,1698027_y30,0.12195836
888,1698027_y31,0.31338504
889,1698027_y32,0.78856015
890,1698027_y33,0.4514528
891,1698028_y1,0.06769173
892,1698028_y2,1.0473639
893,1698028_y3,1.1245916
894,1698028_y4,0.33411816
895,1698028_y5,0.42123333
896,1698028_y6,0.35570112
897,1698028_y7,0.4925636
898,1698028_y8,1.0621914
899,1698028_y9,0.9026244
900,1698028_y10,0.72079283
901,1698028_y11,0.1436343
902,1698028_y12,0.044230007
903,1698028_y13,0.9659035
904,1698028_y14,0.88468385
905,1698028_y15,0.78248924
906,1698028_y16,0.11741841
907,1698028_y17,-0.012142771
908,1698028_y18,1.0432242
909,1698028_y19,1.0996431
910,1698028_y20,0.6677824
911,1698028_y21,0.47239804
912,1698028_y22,1.0532111
913,1698028_y23,0.60224897
914,1698028_y24,-0.07188246
915,1698028_y25,-0.030189577
916,1698028_y26,0.6471671
917,1698028_y27,0.0051757083
918,1698028_y28,0.8311325
919,1698028_y29,0.83493674
920,1698028_y30,0.13552158
921,1698028_y31,0.07517398
922,1698028_y32,0.6908724
923,1698028_y33,0.2982808
924,1698029_y1,0.57099247
925,1698029_y2,0.69497824
926,1698029_y3,0.22117002
927,1698029_y4,0.6431217
928,1698029_y5,0.15603624
929,1698029_y6,0.45789197
930,1698029_y7,0.63986677
